Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sri Lanka,-0.127,-0.101,-0.036,0.068,-0.149,0.216,-0.101,-0.072,0.226,0.125,-0.339,-0.111,0.406,-0.265,-0.177,-0.056,0.105,0.158,0.406,0.484,0.276,0.276,0.781,0.104,0.215,0.331,0.83,0.844,0.339,0.672,0.61,0.307,0.304,0.365,0.68,0.505,0.668,1.296,0.451,0.582,0.823,0.972,0.891,0.804,0.869,0.655,0.654,0.541,0.649,1.01,0.689,0.881,0.872,0.954,0.948,1.328,1.051,0.782,1.232,1.296
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989,1.144,1.252,1.039,1.582,1.281,1.311,1.331,0.99,0.61
Suriname,-0.088,-0.105,-0.03,-0.047,-0.009,0.201,-0.203,-0.191,0.563,0.281,-0.494,-0.074,0.119,-0.324,-0.31,-0.079,0.17,0.096,0.155,0.286,0.314,0.19,0.512,-0.165,-0.004,0.103,0.703,0.536,0.147,0.342,0.359,0.632,0.428,0.513,1.017,0.492,0.767,1.382,0.554,0.613,0.598,0.935,0.994,0.996,1.395,1.058,1.153,1.224,1.562,1.627,1.172,1.271,1.61,1.666,1.736,2.217,1.874,1.685,1.966,2.143
Svalbard and Jan Mayen Islands,0.565,-1.364,-2.245,-0.504,-0.16,-2.357,-0.135,-3.251,-1.74,-0.19,-1.309,2.386,0.53,1.595,0.413,0.925,-0.272,-0.786,-1.116,-0.117,-1.065,-0.655,0.047,1.896,1.789,-0.357,0.2,-2.107,-0.768,1.631,1.317,0.958,0.013,0.06,0.473,1.186,-0.32,0.175,2.068,1.977,1.387,1.618,0.844,0.738,2.447,3.885,3.051,1.841,1.907,2.272,2.107,3.825,2.272,3.383,3.314,5.328,3.339,4.066,2.872,2.001
Sweden,1.577,-0.687,-0.46,0.388,-0.22,-1.664,0.836,-0.923,-0.2,-1.09,0.036,0.799,1.156,0.945,1.585,-0.1,-0.454,-0.064,-1.082,-0.559,-0.217,-0.123,0.921,0.596,-1.02,-0.479,-1.187,0.743,2.012,1.708,1.041,1.39,0.828,0.213,1.28,-0.145,1.002,0.581,1.38,1.739,1.087,1.583,0.932,1.217,1.843,1.504,1.952,1.977,1.45,-0.263,1.292,1.334,0.874,2.717,2.088,1.855,1.598,1.853,1.576,2.938
Switzerland,0.994,-0.351,-0.861,0.143,-0.785,0.47,0.557,-0.06,-0.08,-0.488,-0.076,-0.065,-0.059,0.086,0.618,0.363,0.168,-0.366,-0.073,-0.206,-0.026,0.569,0.859,-0.337,-0.334,0.237,-0.014,0.909,1.133,1.412,0.318,0.953,0.549,1.846,0.993,0.025,1.058,1.103,0.97,1.411,1.44,1.252,1.845,0.973,0.809,1.094,1.812,1.204,1.378,0.459,1.666,1.509,0.779,2.15,1.956,1.84,1.818,2.334,2.095,2.503
Syrian Arab Republic,-0.017,0.99,0.562,-0.683,-0.165,0.934,-1.006,-0.178,0.166,0.648,-0.177,-0.921,-0.435,-0.211,-0.211,-0.866,0.153,0.137,0.887,-0.21,0.105,-0.576,-0.894,-0.04,-0.072,0.36,-0.225,-0.255,0.318,0.128,0.44,-1.16,-0.607,1.24,0.128,0.43,-0.145,1.12,1.239,0.633,1.128,0.833,0.51,0.614,0.21,0.996,0.77,1.005,0.641,2.441,0.624,1.01,1.344,1.215,1.36,1.857,1.224,2.462,1.652,1.984
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.282,-0.162,0.421,0.319,-0.415,1.059,0.494,1.023,0.945,1.458,1.227,0.619,1.262,0.778,1.448,1.164,0.893,0.765,1.292,1.417,-0.048,1.244,0.489,1.246,1.768,1.336,1.662,1.341,1.025
Thailand,-0.155,-0.151,-0.322,-0.033,-0.222,0.408,-0.039,-0.115,0.46,0.004,-0.479,0.03,0.361,-0.468,0.088,-0.515,0.088,0.27,0.575,0.503,0.314,0.146,0.435,0.088,0.286,0.071,0.76,0.284,0.322,0.529,0.669,0.387,0.33,0.377,0.698,0.26,0.426,1.463,0.429,0.076,0.68,0.673,0.803,0.549,0.887,0.685,0.557,0.416,0.524,1.316,0.281,0.934,1.123,0.709,1.209,1.461,1.011,0.822,1.749,1.515
Timor-Leste,-0.444,-0.081,-0.702,-0.242,0.0,0.163,-0.28,0.114,0.264,0.425,0.226,-0.068,0.756,-0.316,0.0,0.0,0.427,0.874,0.392,0.456,0.8,-0.347,0.427,0.158,0.577,0.205,0.0,0.0,0.0,-0.681,0.0,0.0,0.0,0.0,0.309,0.295,0.022,0.909,0.044,0.0,0.0,0.0,0.396,0.46,1.126,0.177,0.472,0.21,0.608,0.845,-0.067,0.0,0.468,0.552,0.627,1.556,0.858,0.0,0.664,1.452
Togo,-0.05,-0.145,0.101,-0.129,-0.051,0.074,-0.215,-0.102,0.298,0.327,-0.164,0.16,0.582,-0.066,-0.28,-0.321,0.334,-0.071,0.437,0.422,0.171,0.174,0.675,0.576,0.393,0.246,0.99,0.639,0.108,0.639,0.277,0.082,0.495,0.482,0.552,0.665,0.57,1.095,0.587,0.54,0.675,0.738,1.043,0.771,0.992,1.024,0.926,0.772,0.937,1.316,0.923,0.628,0.821,0.935,1.197,1.257,1.351,1.179,1.335,1.233
Tokelau,-0.043,0.114,0.16,-0.27,-0.08,0.042,-0.305,-0.218,0.127,-0.394,-0.377,0.09,0.086,-0.329,-0.35,0.126,0.19,0.183,0.552,0.346,0.282,0.332,0.193,0.104,0.241,0.313,0.425,0.135,0.106,0.528,1.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,0.38,-0.132,-0.229,0.295,-0.546,-0.348,-0.142,0.072,-0.138,0.311,0.128,-0.101,0.326,-0.016,-0.048,-0.297,-0.135,0.054,0.098,0.062,-0.001,0.043,-0.054,0.172,0.084,-0.136,-0.19,0.616,0.251,0.142,0.098,-0.017,-0.272,0.035,0.357,0.281,0.209,0.323,0.24,0.393,0.658,0.816,0.551,0.644,0.754,0.539,0.81,0.281,0.346,0.889,0.616,0.681,0.819,0.742,0.789,1.313,1.106,1.048,1.63,1.424
Trinidad and Tobago,0.183,-0.128,0.275,-0.097,-0.184,0.113,-0.14,-0.218,0.456,0.275,-0.35,-0.136,0.132,-0.321,-0.321,-0.118,0.058,0.172,0.313,0.404,0.379,0.14,0.364,-0.011,-0.474,-0.205,0.548,0.367,-0.234,0.084,0.211,0.242,0.51,0.316,0.592,0.382,0.439,0.986,0.513,0.353,0.504,0.364,0.678,0.316,0.982,0.499,0.393,0.319,0.503,1.221,0.55,0.508,0.65,0.608,0.75,0.841,1.002,0.349,0.867,1.066
Tunisia,0.196,0.094,-0.121,0.297,-0.148,0.521,0.055,0.072,0.13,-0.148,-0.103,-0.209,-0.046,-0.266,-0.282,-0.671,0.668,-0.315,0.462,-0.138,0.146,0.872,0.28,-0.069,0.446,0.489,0.655,1.367,0.526,1.468,0.007,0.057,0.695,1.378,0.687,0.649,1.305,1.042,1.799,1.068,2.039,1.303,1.752,0.971,1.091,1.304,1.417,1.405,0.894,1.795,1.068,1.626,1.449,1.838,1.168,1.863,1.333,1.455,1.286,1.948
Turkey,0.197,1.057,0.504,-0.699,-0.322,1.433,-0.822,-0.022,-0.063,0.857,0.042,-0.73,-0.489,-0.335,-0.133,-1.163,0.184,-0.062,0.905,-0.101,0.392,-0.232,-0.459,0.33,-0.078,0.419,-0.398,-0.307,0.34,-0.067,0.218,-1.244,-0.82,1.204,0.147,0.274,-0.005,1.003,1.232,0.516,1.512,0.784,0.288,0.571,0.411,0.862,0.953,0.813,0.649,2.342,0.365,0.94,1.34,1.321,0.811,1.575,0.768,2.629,1.695,1.912
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.095,-0.192,0.264,1.378,-0.067,1.357,0.949,1.287,1.289,1.515,1.759,0.042,1.643,1.288,1.683,1.103,0.73,1.081,1.906,1.096,0.804,1.657,0.727,1.415,2.003,1.685,1.537,1.872,1.584
Turks and Caicos Islands,-0.079,-0.227,0.045,0.254,-0.312,0.252,0.0,0.0,0.0,0.0,0.101,0.04,0.312,0.144,0.462,-0.146,0.389,0.843,0.187,0.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,-0.045,0.11,-0.006,-0.003,-0.304,0.014,-0.226,-0.227,0.211,-0.043,-0.298,-0.162,0.105,-0.387,-0.164,-0.095,-0.138,-0.018,0.163,0.209,0.062,-0.071,-0.141,-0.007,0.109,0.342,-0.114,-0.028,-0.242,0.103,0.428,0.114,-0.089,0.408,0.383,0.281,0.329,0.112,0.31,0.418,0.684,0.708,0.483,0.56,0.71,0.561,0.656,0.278,0.569,0.83,0.708,0.514,0.585,0.548,0.7,0.825,0.915,0.877,0.98,1.098
Uganda,-0.013,-0.271,-0.184,-0.238,-0.126,-0.02,-0.1,-0.281,0.102,-0.02,-0.187,0.079,0.353,-0.128,-0.049,-0.01,0.156,0.061,0.391,0.635,0.443,0.46,0.714,0.265,0.13,0.292,0.691,0.524,-0.019,0.329,0.272,0.312,0.227,0.243,0.475,0.373,0.64,0.473,-0.062,0.41,0.341,0.736,0.793,0.71,1.354,1.028,0.424,0.603,1.178,1.227,0.844,0.914,0.92,0.911,0.977,1.064,1.449,0.779,1.292,0.934
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,-0.735,1.153,0.946,-0.42,-0.342,0.731,1.16,1.424,1.795,1.54,-0.269,0.924,1.031,0.28,2.393,1.634,1.622,1.661,0.587,1.956,1.519,1.713,2.085,2.128,1.436,2.252,2.38,3.032
United Arab Emirates,-0.22,0.554,0.274,-0.37,0.119,0.191,-0.2,-0.757,0.392,0.256,-0.293,-0.435,0.017,-0.212,-0.296,-0.542,0.421,0.064,0.496,0.469,0.31,-0.259,-0.614,-0.128,0.238,0.3,0.266,0.312,-0.212,0.355,-0.164,-0.492,0.137,0.566,0.023,0.478,-0.148,1.16,1.461,0.835,0.702,1.231,1.095,1.037,0.733,1.27,0.848,0.819,0.926,1.581,1.251,1.179,0.863,1.008,1.627,1.148,1.654,1.593,1.266,1.302
United Kingdom of Great Britain and Northern Ireland,0.495,-0.731,-0.867,0.026,-0.574,-0.137,0.218,-0.068,-0.212,-0.077,0.249,-0.059,0.199,-0.066,0.599,0.724,-0.328,0.062,-0.792,-0.033,0.162,0.104,0.337,0.326,-0.532,-0.603,-0.293,0.296,1.129,0.998,0.193,0.506,-0.028,0.402,1.111,-0.149,0.875,0.855,1.127,0.716,0.626,1.007,1.188,1.03,1.114,1.244,1.327,0.832,0.945,-0.063,0.84,0.571,0.367,1.717,0.61,1.165,1.43,1.013,1.248,1.392
United Republic of Tanzania,0.356,-0.272,-0.289,-0.402,-0.214,0.079,0.059,-0.444,0.375,0.222,-0.262,0.031,0.358,-0.112,-0.012,0.002,0.319,0.079,-0.156,0.385,0.3,0.334,0.612,0.008,-0.044,0.077,0.532,0.607,-0.165,0.118,0.253,0.257,-0.016,0.338,0.268,0.149,0.519,0.445,-0.31,0.454,0.355,0.584,0.983,0.857,1.05,0.905,0.802,0.509,0.944,1.111,0.837,0.945,1.012,1.028,1.278,1.127,1.577,1.099,1.468,1.175
United States of America,0.006,-0.019,0.42,-0.28,-0.354,-0.21,0.078,-0.074,-0.267,-0.03,-0.417,-0.248,-0.015,0.081,-0.386,-0.125,0.391,0.029,-0.308,0.405,0.864,-0.342,0.532,-0.231,-0.026,0.577,0.904,0.463,0.319,0.668,0.522,0.394,0.007,0.465,0.629,-0.009,0.391,1.268,0.755,1.0,0.784,0.953,0.992,0.866,1.157,1.028,1.147,0.215,0.399,0.694,0.539,1.451,0.618,0.504,1.534,2.229,1.437,1.278,1.04,1.331
United States Virgin Islands,0.072,-0.019,0.146,0.147,-0.286,-0.038,-0.288,-0.34,0.34,0.035,-0.343,-0.102,0.165,-0.377,-0.29,-0.42,0.172,0.106,-0.09,0.681,0.484,0.026,0.499,0.124,-0.048,0.005,0.452,0.426,-0.071,0.303,0.208,0.129,0.366,0.489,0.451,0.209,0.38,0.981,0.486,0.058,0.508,0.669,0.758,0.42,0.667,0.52,0.778,0.256,0.527,0.924,0.305,0.535,0.618,0.74,0.944,1.048,0.755,0.571,0.775,1.216
Uruguay,0.428,-0.45,0.314,-0.78,0.16,-0.446,-0.015,0.355,0.111,0.358,-0.362,0.212,-0.159,-0.075,-0.01,-0.368,0.463,0.075,0.087,0.538,0.489,0.549,-0.082,0.074,0.397,0.724,0.297,-0.525,0.723,0.564,0.323,0.161,0.29,0.459,0.315,0.504,1.153,0.168,0.129,0.402,1.312,0.673,0.375,0.53,0.854,0.639,0.19,0.795,0.591,0.344,0.528,0.933,0.229,1.249,1.133,0.417,1.667,1.327,0.913,1.109
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.222,-0.03,1.386,-0.452,1.531,0.491,1.304,1.386,1.552,1.82,0.132,1.912,1.356,1.549,1.359,0.691,1.057,1.776,1.038,0.668,1.514,0.165,1.386,2.262,1.751,0.998,1.893,1.67
Vanuatu,0.211,0.122,-0.145,0.23,-0.535,-0.227,-0.113,-0.277,0.019,0.307,-0.005,-0.315,0.54,0.316,0.298,0.029,-0.077,0.005,-0.041,-0.049,-0.049,-0.099,0.141,-0.048,0.339,-0.254,-0.325,0.534,-0.035,0.267,-0.075,-0.093,-0.405,-0.12,0.268,0.376,0.167,0.817,1.005,0.842,0.575,0.554,0.342,0.457,0.546,0.413,0.827,0.739,0.453,0.866,0.705,0.394,0.702,0.59,0.576,1.123,1.02,0.364,0.691,1.0
Venezuela (Bolivarian Republic of),0.106,-0.093,0.011,0.071,-0.114,0.224,-0.226,-0.174,0.542,0.172,-0.419,-0.073,0.26,-0.315,-0.336,-0.419,0.229,0.157,0.241,0.402,0.258,0.12,0.533,-0.039,-0.384,-0.152,0.466,0.127,-0.288,0.34,0.335,0.317,0.359,0.144,0.518,0.35,0.36,0.853,0.191,0.082,0.428,0.432,0.853,0.508,0.664,0.495,0.549,0.384,0.675,1.058,0.407,0.331,0.736,0.755,1.022,0.988,0.625,0.73,1.054,1.184
Viet Nam,0.022,-0.234,-0.311,0.079,-0.025,0.481,-0.127,-0.308,0.529,-0.072,-0.48,-0.002,0.473,-0.375,0.18,-0.552,-0.043,0.103,0.381,0.333,0.474,0.17,0.035,-0.161,-0.06,0.045,1.0,0.14,-0.007,0.351,0.554,0.03,0.283,0.294,0.354,-0.009,0.303,1.304,0.788,0.178,0.716,0.72,1.054,0.413,0.861,0.912,0.532,0.226,0.701,1.115,0.145,0.77,0.927,0.539,1.216,1.164,1.118,0.822,1.776,1.506
Wake Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.376,-0.053,0.254,0.19,0.759,0.384,-0.065,1.294,0.756,0.069,0.068,0.488,-0.054,-0.083,0.371,0.152,0.409,0.213,0.357,1.007,0.299,0.425,0.496,-0.028,0.301,0.564,0.375,0.529,0.014,0.171,-0.136,-0.111,0.17,0.077,0.032,0.235,0.849,1.002,0.366,0.158,0.546,0.348,0.0,0.0
Wallis and Futuna Islands,0.345,-0.029,0.147,0.199,-0.4,0.059,-0.244,-0.083,-0.189,0.071,-0.031,-0.106,0.374,0.138,-0.011,-0.107,-0.129,-0.039,0.117,0.099,0.051,-0.016,-0.052,-0.066,0.021,-0.089,-0.03,0.31,0.026,0.093,0.011,-0.153,-0.449,-0.273,0.347,0.396,0.169,0.493,0.372,0.464,0.677,0.784,0.582,0.547,0.675,0.555,0.806,0.292,0.306,0.859,0.718,0.634,0.712,0.687,0.7,1.279,1.081,0.896,1.284,1.256
Western Sahara,0.514,0.457,0.241,0.726,-0.439,0.222,0.058,-0.303,0.397,0.557,-0.616,-1.079,0.011,-0.575,-0.225,-0.977,0.098,0.436,0.582,0.48,0.691,0.449,0.875,0.483,0.801,0.322,1.165,0.522,0.754,1.403,0.587,0.546,0.422,0.591,1.291,1.337,1.466,1.431,0.999,0.926,1.345,1.298,1.435,1.585,1.214,1.503,1.051,1.496,1.039,1.91,1.593,1.4,1.523,1.47,1.513,1.8,2.234,0.917,1.497,2.079
Yemen,0.034,-0.005,0.171,-0.25,-0.621,0.091,-0.254,-0.252,0.254,0.379,-0.212,0.036,0.329,-0.114,0.029,-0.077,0.391,0.421,0.555,0.839,0.051,-0.032,0.097,0.295,0.552,-0.084,0.056,0.998,0.381,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yugoslav SFR,0.93,-0.089,-0.267,-0.483,-0.527,0.69,0.275,0.189,-0.219,-0.312,-0.159,0.119,-0.261,0.018,0.322,-0.549,0.666,-0.82,0.14,-0.377,-0.163,0.218,0.486,-0.262,-0.486,0.425,-0.171,0.492,0.412,1.003,-0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,0.237,-0.16,-0.39,-0.279,-0.417,0.298,-0.011,-0.123,0.252,0.367,-0.237,-0.151,0.362,-0.415,-0.138,-0.337,0.485,0.061,0.226,0.128,-0.166,0.294,0.996,0.52,0.149,0.006,0.921,0.6,0.116,0.749,0.048,0.637,-0.054,0.271,0.705,0.747,0.476,1.017,0.219,0.113,0.332,0.74,0.951,0.539,1.156,0.691,1.041,0.486,0.524,1.448,0.942,1.024,1.069,0.935,1.863,1.3,0.629,0.888,1.31,1.304
Zimbabwe,0.265,0.236,-0.463,-0.107,-0.486,0.203,-0.06,0.077,0.204,0.412,-0.049,-0.399,0.598,-0.506,-0.283,-0.452,0.423,-0.025,0.183,-0.025,-0.384,0.132,1.181,0.449,-0.002,-0.013,1.028,0.418,0.172,0.518,0.139,1.031,0.36,0.007,0.792,-0.2,0.117,0.932,0.167,-0.287,0.157,0.524,0.497,0.227,1.33,-0.026,0.366,0.322,-0.076,1.072,0.609,0.72,0.394,0.507,1.226,1.47,0.443,0.747,1.359,0.82
