Country,Type,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Benin,Cropland,1000.0,1020.0,1040.0,1060.0,1080.0,1110.0,1150.0,1180.0,1265.0,1285.0,1335.0,1365.0,1385.0,1415.0,1455.0,1485.0,1515.0,1535.0,1555.0,1585.0,1615.0,1640.0,1650.0,1660.0,1680.0,1690.0,1700.0,1710.0,1720.0,1720.0,1730.0,1745.0,1770.0,1850.0,1970.0,2160.0,2340.0,2500.0,2560.0,2645.0,2715.0,2815.0,2917.0,2917.0,2934.0,2790.0,2800.0,3000.0,3100.0,3100.0,3100.0,3200.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0
Bermuda,Country area,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,429.0,429.0,429.0,429.0,429.0,429.0
Bermuda,Cropland,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bhutan,Country area,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4700.0,4007.7,4007.7,4007.7,4007.7,4007.7,4007.7,4007.7,4007.7,4007.7,4007.7,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.4,3839.0
Bhutan,Cropland,113.0,113.0,113.0,113.0,114.0,114.0,114.0,115.0,115.0,125.0,125.0,126.0,126.0,131.0,131.0,137.0,137.0,137.0,142.0,148.0,148.0,153.0,163.0,164.0,164.0,164.0,165.0,160.0,152.0,154.0,154.0,154.0,155.0,159.0,165.0,170.0,172.0,172.0,172.0,125.0,130.0,130.0,130.0,177.0,186.0,170.0,156.0,114.3,113.0,113.0,112.6,112.6,112.6,112.6,112.6,106.0,100.0,100.0
Bolivia (Plurinational State of),Country area,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0,109858.0
Bolivia (Plurinational State of),Cropland,1442.0,1442.0,1442.0,1478.0,1515.0,1551.0,1588.0,1624.0,1661.0,1697.0,1734.0,1770.0,1808.0,1843.0,1880.0,1916.0,1953.0,1989.0,2025.0,2062.0,2099.0,2136.0,2173.0,2217.0,2187.0,2203.0,2227.0,2250.0,2270.0,2255.0,2296.0,2331.0,2378.0,2516.0,2765.0,2853.0,3043.0,3151.0,3238.0,3312.0,3325.0,3480.0,3707.0,3776.0,4005.0,4112.0,4390.0,4485.0,4673.0,4516.0,4557.0,4651.0,4738.0,4702.0,4661.0,4685.0,4488.0,4727.0
"Bonaire, Sint Eustatius and Saba",Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2
Bosnia and Herzegovina,Country area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0,5121.0
Bosnia and Herzegovina,Cropland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,990.0,980.0,975.0,1020.0,1015.0,1060.0,1055.0,1100.0,1107.0,1093.0,1112.0,1125.4,1120.0,1123.0,1117.0,1098.0,1099.0,1109.0,1107.0,1108.0,1115.0,1112.0,1127.0,1130.0,1167.0,1129.0
Botswana,Country area,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0,58173.0
Botswana,Cropland,400.0,400.0,400.0,400.0,401.0,401.0,401.0,401.0,401.0,401.0,401.0,402.0,402.0,402.0,402.0,402.0,402.0,402.0,404.0,404.0,404.0,406.0,406.0,406.0,408.0,408.0,410.0,410.0,415.0,421.0,301.0,251.0,351.0,396.0,346.0,346.0,301.0,231.0,241.0,351.0,201.0,246.0,196.0,227.0,241.5,203.0,184.0,281.0,318.0,261.0,326.0,287.0,282.0,404.0,261.6,261.6,261.6,261.6
Botswana,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.3,0.0,0.3,0.21,1.5,0.66,0.75,0.35,1.1,1.1,2.5,0.0,0.0,0.0,0.0
Brazil,Country area,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0,851577.0
Brazil,Cropland,31444.0,31971.0,32498.0,33025.0,33552.0,34079.0,34606.0,35133.0,35660.0,36190.0,37393.0,38596.0,39799.0,41002.0,42207.0,45369.0,48531.0,51693.0,54855.0,58018.208,58977.0,59936.0,60895.0,61854.0,62810.707,61540.0,60269.0,58998.0,57727.0,56456.0,55185.0,53914.0,52643.0,51372.0,50105.0,51058.0,52011.0,52964.0,53917.0,54870.0,55823.0,56776.0,57729.0,58682.0,59635.0,60593.0,60859.0,61125.0,61391.0,61657.0,61923.0,62189.0,62455.0,62721.0,62987.0,63253.0,63517.8,63518.0
British Virgin Islands,Country area,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
British Virgin Islands,Cropland,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Brunei Darussalam,Country area,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0
Brunei Darussalam,Cropland,15.0,15.0,15.0,18.0,18.0,17.0,17.0,18.0,18.0,18.0,13.0,12.0,12.0,12.0,12.0,11.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0
Bulgaria,Country area,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11099.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0
Bulgaria,Cropland,4619.0,4538.0,4531.0,4574.0,4563.0,4564.0,4554.0,4558.0,4555.0,4527.0,4516.0,4510.0,4502.0,4488.0,4343.0,4327.0,4313.0,4288.0,4254.0,4177.0,4166.0,4150.0,4141.0,4135.0,4134.0,4133.0,4131.0,4140.0,4146.0,4156.0,4162.0,4330.0,4310.0,4217.0,4202.0,4402.0,4497.0,3816.0,3859.0,3778.0,3712.0,3583.0,3537.0,3524.0,3361.0,3314.0,3274.0,3272.0,3311.0,3350.0,3410.0,3476.0,3614.0,3613.0,3643.2,3637.0,3637.17,3631.0
Bulgaria,Cropland area actually irrigated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,91.19,0.0,0.0
Burkina Faso,Country area,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0,27422.0
Burkina Faso,Cropland,2139.0,2149.0,2159.0,2169.0,2179.0,2190.0,2200.0,2210.0,2222.0,2236.0,2220.0,2302.0,2373.0,2453.0,2536.0,2585.0,2635.0,2685.0,2735.0,2785.0,2835.0,2885.0,2935.0,2985.0,3035.0,3085.0,3140.0,3564.0,3600.0,3575.0,3550.0,3525.0,3500.0,3431.0,3450.0,3550.0,3850.0,3970.0,3970.0,3770.0,4570.0,4770.0,5170.0,4670.0,4970.0,4770.0,4970.0,6070.0,5770.0,6080.0,5790.0,6100.0,6300.0,6100.0,6100.0,6100.0,6100.0,6100.0
Burundi,Country area,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0,2783.0
Burundi,Cropland,905.0,930.0,954.0,974.0,996.0,993.0,1038.0,1050.0,1247.0,1200.0,1189.0,1166.0,1230.0,1230.0,1230.0,1235.0,1262.0,1255.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1270.0,1280.0,1290.0,1290.0,1290.0,1290.0,1300.0,1300.0,1300.0,1310.0,1310.0,1310.0,1310.0,1320.0,1320.0,1337.0,1351.0,1350.0,1365.0,1336.0,1300.0,1250.0,1300.0,1350.0,1350.0,1400.0,1450.0,1550.0,1550.0,1550.0,1550.0,1550.0,1550.0
Cabo Verde,Country area,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0,403.0
Cabo Verde,Cropland,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,44.0,45.0,45.0,47.0,47.0,46.0,46.0,48.0,49.0,49.0,50.0,50.0,51.0,51.0,53.0,53.0,53.0,53.0,59.0,59.0,54.0,54.0,54.0,54.0,54.0
Cambodia,Country area,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0,18104.0
Cambodia,Cropland,2938.0,2953.0,2962.0,3015.0,3047.0,3047.0,3049.0,2997.0,2897.0,2839.0,1870.0,1870.0,1870.0,1920.0,1920.0,1970.0,1970.0,2020.0,2020.0,2070.0,2070.0,2100.0,2110.0,2110.0,2390.0,2690.0,3100.0,3550.0,3785.0,3805.0,3810.0,3815.0,3831.0,3820.0,3820.0,3830.0,3830.0,3830.0,3840.0,3840.0,3840.0,3850.0,3850.0,3850.0,3856.0,3855.0,3855.0,3855.0,3855.0,3955.0,3955.0,3955.0,3955.0,3955.0,4066.0,4066.0,4066.0,4066.0
Cameroon,Country area,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0,47544.0
Cameroon,Cropland,5510.0,5570.0,5620.0,5680.0,5740.0,5800.0,5870.0,5920.0,5970.0,5978.0,6028.0,6095.0,6160.0,6280.0,6395.0,6510.0,6644.0,6671.0,6912.0,6930.0,6960.0,7010.0,7060.0,7110.0,7160.0,7230.0,7210.0,7210.0,7190.0,7170.0,7150.0,7160.0,7160.0,7160.0,7160.0,7160.0,7160.0,7160.0,7160.0,7160.0,7160.0,7160.0,7160.0,7210.0,7213.0,7213.0,7213.0,7263.0,7313.0,7700.0,7750.0,7750.0,7750.0,7750.0,7750.0,7750.0,7750.0,7750.0
Canada,Country area,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0,987975.0
Canada,Cropland,36695.0,37020.0,37345.0,37670.0,37995.0,38317.0,38384.0,38451.0,38518.0,38585.0,38650.0,38773.0,38896.0,39019.0,39142.0,39263.1,39544.0,39824.0,40104.0,40384.0,40668.0,40870.0,41072.0,41274.0,41476.0,41679.892,41629.0,41578.0,41527.0,41476.0,41428.727,41389.0,41349.0,41309.0,41269.0,41231.0,41207.0,41184.0,41161.0,41138.0,41113.1608,40780.0,40447.0,40114.0,39781.0,39448.0,39052.0,38656.0,38260.0,37864.0,37463.7,37713.0,37962.0,38211.0,38461.0,38708.0,38682.0,38857.0
Cayman Islands,Country area,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4
Cayman Islands,Cropland,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Central African Republic,Country area,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0,62298.0
Central African Republic,Cropland,1738.0,1748.0,1756.0,1770.0,1780.0,1790.0,1800.0,1810.0,1820.0,1830.0,1840.0,1850.0,1860.0,1870.0,1890.0,1900.0,1910.0,1920.0,1930.0,1945.0,1945.0,1960.0,1970.0,1982.0,1983.0,2004.0,2005.0,2006.0,2006.0,2006.0,2008.0,2020.0,2020.0,2020.0,2020.0,2022.0,2023.0,2024.0,2024.0,2024.0,2024.0,2024.0,1995.0,2015.0,2015.0,2010.0,2010.0,2010.0,2030.0,1880.0,1880.0,1880.0,1880.0,1880.0,1880.0,1880.0,1880.0,1880.0
Chad,Country area,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0,128400.0
Chad,Cropland,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2910.0,2920.0,3000.0,3100.0,3100.0,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0,3150.0,3155.0,3205.0,3205.0,3230.0,3250.0,3300.0,3350.0,3370.0,3400.0,3420.0,3450.0,3430.0,3630.0,3630.0,3630.0,3630.0,3930.0,3730.0,3830.0,3830.0,3930.0,3930.0,3931.0,3931.0,4035.0,4235.0,4335.0,4685.0,5036.0,5236.0,5237.0,5238.0,5238.0,5238.0
Channel Islands,Country area,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8
Channel Islands,Cropland,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.1,4.1,4.1,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.5,3.7,3.9,3.9,3.7,3.6,3.6,3.7,3.8,3.6,3.4,3.7,4.1,4.31,4.41,4.36,4.21,4.17,3.96,3.99,3.82,3.82
Chile,Country area,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75609.6,75670.0,75670.0,75670.0
Chile,Cropland,3836.0,3856.0,3876.0,3898.0,3918.0,3938.0,3958.0,3978.0,3998.0,4100.0,4150.0,4200.0,4300.0,4350.0,4350.0,4400.0,4300.0,4200.0,4100.0,4050.0,3950.0,3800.0,3750.0,3700.0,3672.0,3586.0,3313.0,3304.0,3319.0,3049.0,2939.0,2706.0,2577.0,2550.0,2400.0,2300.0,2297.0,2294.0,2130.0,2110.0,2150.0,2065.0,1925.0,1935.0,1885.0,1800.0,1719.0,1769.0,1767.0,1728.0,1774.0,1740.0,1766.0,1746.2,1770.0,1726.8,1742.0,1678.0
China,Country area,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.0,960000.02,960000.02,959999.97,960000.05,959999.98,960000.0,960000.0,960000.0,960000.05,960000.07,960000.09,960000.09,960000.13,960000.63,960000.74,960001.05,960001.08,960001.29
China,Cropland,105248.0,105001.0,104854.0,104706.0,104509.0,104112.0,103715.0,103313.0,102928.0,102518.0,102165.0,101781.0,101388.0,102029.0,100637.0,100533.3333,100428.6667,100316.0,100270.5,100219.0,100908.0,105899.0,111702.0,118700.0,125896.0,127396.0,128094.0,129103.0,130602.0,132197.0,133266.0,131583.0,130882.0,130879.0,130880.0,130918.0,130910.25,130904.5,130900.75,130897.0,131488.8444,132080.6889,132671.5333,133257.3778,133848.2222,134438.0667,135027.9111,135617.7556,136204.6,136085.8,136051.1,135965.5,135967.5,135861.0,135799.4,135718.9,135697.1,135694.7
Colombia,Country area,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114175.0,114174.8,114174.9,114174.9,114174.9,114174.9,114174.9,114175.0
Colombia,Cropland,4970.0,4972.0,4993.0,4995.0,5008.0,5020.0,5023.0,5025.0,5030.0,5030.0,5054.0,5068.0,5084.0,5099.0,5115.0,5130.0,5146.0,5161.0,5177.0,5192.0,5208.0,5223.0,5239.0,5256.0,5275.0,5295.0,5318.0,5200.0,5100.0,5000.0,4801.0,4900.0,4820.0,4782.0,4430.0,4096.0,4257.0,4377.0,4364.0,4545.0,4135.0,3736.0,3749.0,3708.0,3613.0,3369.3,3570.0,3461.0,3354.0,3353.0,3409.0,3453.0,3448.0,3540.7,3633.5,3726.2,9892.0,9892.0
Comoros,Country area,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1,186.1
